id,topic_id,question_text,image,question_type
396,16,How much Spanish treasure did Drake return to England with from the New World?,,multiple
397,16,How did Elizabeth reward Drake when he returned from the New World?,,multiple
398,16,Why was Philip II angry about Drake being knighted?,,multiple
399,16,What was the name of the region of North California that Drake claimed for Elizabeth?,,multiple
400,16,Why did France want to be allied with England in the 1500s?,,multiple
401,16,True or False: Spain wanted to be allied with England in the 1550s because England's fleet could help protect its ships sailing in the English Channel to the Netherlands,,multiple
402,16,Why was Elizabeth reluctant to help Dutch Protestant rebels in the Netherlands in the 1560s?,,multiple
403,16,Who did Elizabeth promise to marry in the 1570s to get them to apply pressure on Philip II of Spain?,,multiple
404,16,What Treaty was signed in 1584 that meant Elizabeth could no longer avoid direct intervention in the Netherlands?,,multiple
405,16,Which Treaty did Elizabeth I sign in 1585 that placed England and Spain at war?,,multiple
406,16,True or False: Elizabeth refused to finance an army of English troops to support Protestant rebels in the Netherlands.,,multiple
407,16,Who did Elizabeth choose to lead the English army in the Netherlands?,,multiple
408,16,"True or False: Dudley was given enough money, men and supplies for the campaign in the Netherlands.",,multiple
409,16,Why did Dudley's campaign in the Netherlands start badly?,,multiple
410,16,True or False: Elizabeth was furious when Dudley accepted the title of Governor General of the Netherlands,,multiple
411,16,What did Dudley succeed in doing in the Netherlands?,,multiple
412,16,True or False: The Duke of Parma managed to take control of the deep water port at Ostend.,,multiple
413,16,True or False: Elizabeth recalled Dudley from the Netherlands for good at the end of 1587.,,multiple
414,16,Which Spanish port did Drake raid in 1587?,,multiple
415,16,How many ships did Drake destroy during the raid on Cadiz?,,multiple
416,16,True or False: Drake's raid on Cadiz is known as the trimming of the King of Spain's beard,,multiple
417,16,"During the raid of Cadiz, Drake destroyed Spanish ships, what other vital piece of equipment did Drake destroy?",,multiple
418,16,Drake's actions during the raid of Cadiz delayed the launch of the Spanish Armada by how long?,,multiple
419,16,How many ships were in the Spanish Armada?,,multiple
420,16,Who was the commander of the Spanish Armada?,,multiple
421,16,Who was the Spanish Armada sailing to meet in the Netherlands?,,multiple
422,16,How many soldiers was the Spanish Armada planning to transport from the Netherlands to England?,,multiple
423,16,What were the new English ships called?,,multiple
424,16,True or False: Galleons were designed to be faster and easier to manoeuvre.,,multiple
425,16,Why were the English cannons more effective than the Spanish?,,multiple
426,16,How many galleons did the English fleet have?,,multiple
427,16,Why were Spanish provisions stored in inferior barrels during the Spanish Armada?,,multiple
428,16,How long had the Spanish Armada been at sea for before it engaged the English?,,multiple
429,16,True or False: Spanish food was already rotting when they engaged the English fleet,,multiple
430,16,True or False: If the Spanish Armada made it to the Netherlands it would take 48 hours to load the army onto small boats as they didn't control any deep water ports,,multiple
431,16,How long did it take for word to reach the Duke of Parma that the Spanish Armada was in the English Channel?,,multiple
432,16,When was the Armada first spotted in the English Channel? ,,multiple
433,16,When did the English first engage the Spanish Armada?,,multiple
434,16,True or False: The English fleet got very close to the Spanish Armada during the attack,,multiple
435,16,What battle took place between 3-4 August 1588?,,multiple
436,16,"True or False: During the Battle of the Isle of Wight, the English were able to fire five times more cannon balls than the Spanish from further away.",,multiple
437,16,What battle took place between 6-8 August 1588?,,multiple
438,16,True or False: The Spanish Armada was defeated during the Battle of Gravelines,,multiple
439,16,How did the wind help the English to defeat the Armada?,,multiple
440,16,True or False: Elizabeth claimed that God supported the Protestant cause which is why the winds supported them during the Armada,,multiple
